1,19,Nan,Nan,Nan,Nan,Nan,Nan
5,35,42,44,Nan,Nan,Nan,Nan
10,17,26,27,28,31,32,Nan
2,5,18,22,27,46,Nan,Nan
23,24,40,41,43,Nan,Nan,Nan
4,9,44,Nan,Nan,Nan,Nan,Nan
13,17,44,47,Nan,Nan,Nan,Nan
4,45,Nan,Nan,Nan,Nan,Nan,Nan
5,15,22,Nan,Nan,Nan,Nan,Nan
17,29,47,Nan,Nan,Nan,Nan,Nan
9,27,37,48,Nan,Nan,Nan,Nan
1,17,35,46,Nan,Nan,Nan,Nan
4,22,25,Nan,Nan,Nan,Nan,Nan
17,18,28,47,Nan,Nan,Nan,Nan
12,27,28,Nan,Nan,Nan,Nan,Nan
16,32,45,Nan,Nan,Nan,Nan,Nan
7,11,17,40,Nan,Nan,Nan,Nan
15,39,Nan,Nan,Nan,Nan,Nan,Nan
49,Nan,Nan,Nan,Nan,Nan,Nan,Nan
20,21,35,36,Nan,Nan,Nan,Nan
6,9,13,35,43,Nan,Nan,Nan
0,2,32,46,Nan,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
27,30,46,Nan,Nan,Nan,Nan,Nan
17,47,Nan,Nan,Nan,Nan,Nan,Nan
35,38,Nan,Nan,Nan,Nan,Nan,Nan
5,22,46,Nan,Nan,Nan,Nan,Nan
0,8,42,Nan,Nan,Nan,Nan,Nan
0,4,46,Nan,Nan,Nan,Nan,Nan
4,16,49,Nan,Nan,Nan,Nan,Nan
4,11,36,Nan,Nan,Nan,Nan,Nan
0,22,37,Nan,Nan,Nan,Nan,Nan
20,27,28,Nan,Nan,Nan,Nan,Nan
33,35,42,43,Nan,Nan,Nan,Nan
27,28,39,41,Nan,Nan,Nan,Nan
18,35,Nan,Nan,Nan,Nan,Nan,Nan
31,44,49,Nan,Nan,Nan,Nan,Nan
2,8,12,Nan,Nan,Nan,Nan,Nan
12,33,42,Nan,Nan,Nan,Nan,Nan
24,27,28,44,Nan,Nan,Nan,Nan
4,14,28,41,42,Nan,Nan,Nan
7,15,33,40,49,Nan,Nan,Nan
16,23,32,45,Nan,Nan,Nan,Nan
16,19,29,Nan,Nan,Nan,Nan,Nan
10,27,28,Nan,Nan,Nan,Nan,Nan
5,22,24,Nan,Nan,Nan,Nan,Nan
12,21,25,39,Nan,Nan,Nan,Nan
4,9,46,Nan,Nan,Nan,Nan,Nan
2,11,27,45,Nan,Nan,Nan,Nan
17,23,29,42,Nan,Nan,Nan,Nan
7,11,37,45,Nan,Nan,Nan,Nan
14,44,Nan,Nan,Nan,Nan,Nan,Nan
9,19,30,33,42,Nan,Nan,Nan
13,16,21,32,39,Nan,Nan,Nan
7,11,37,44,45,Nan,Nan,Nan
11,17,29,45,47,Nan,Nan,Nan
7,11,37,45,Nan,Nan,Nan,Nan
4,14,27,30,43,44,49,Nan
3,6,10,17,29,37,39,Nan
16,32,45,Nan,Nan,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
1,19,26,27,Nan,Nan,Nan,Nan
5,18,27,Nan,Nan,Nan,Nan,Nan
0,14,42,Nan,Nan,Nan,Nan,Nan
1,31,35,Nan,Nan,Nan,Nan,Nan
46,Nan,Nan,Nan,Nan,Nan,Nan,Nan
7,11,37,Nan,Nan,Nan,Nan,Nan
3,7,21,Nan,Nan,Nan,Nan,Nan
0,33,42,Nan,Nan,Nan,Nan,Nan
12,31,36,Nan,Nan,Nan,Nan,Nan
0,17,24,Nan,Nan,Nan,Nan,Nan
5,14,29,44,Nan,Nan,Nan,Nan
1,15,19,Nan,Nan,Nan,Nan,Nan
10,15,18,35,49,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
2,15,16,18,31,32,42,45
4,9,Nan,Nan,Nan,Nan,Nan,Nan
4,22,29,36,Nan,Nan,Nan,Nan
4,9,Nan,Nan,Nan,Nan,Nan,Nan
28,42,49,Nan,Nan,Nan,Nan,Nan
14,16,18,Nan,Nan,Nan,Nan,Nan
21,27,28,31,Nan,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
4,49,Nan,Nan,Nan,Nan,Nan,Nan
1,8,15,41,Nan,Nan,Nan,Nan
5,16,17,Nan,Nan,Nan,Nan,Nan
4,13,27,28,Nan,Nan,Nan,Nan
5,22,30,Nan,Nan,Nan,Nan,Nan
7,15,49,Nan,Nan,Nan,Nan,Nan
16,23,27,32,39,45,47,Nan
9,19,30,Nan,Nan,Nan,Nan,Nan
27,28,Nan,Nan,Nan,Nan,Nan,Nan
23,24,40,41,Nan,Nan,Nan,Nan
17,28,30,31,41,47,Nan,Nan
0,13,22,29,Nan,Nan,Nan,Nan
5,12,22,Nan,Nan,Nan,Nan,Nan
7,11,37,45,Nan,Nan,Nan,Nan
2,4,9,Nan,Nan,Nan,Nan,Nan
3,18,35,44,Nan,Nan,Nan,Nan
4,18,39,Nan,Nan,Nan,Nan,Nan
7,15,30,49,Nan,Nan,Nan,Nan
9,Nan,Nan,Nan,Nan,Nan,Nan,Nan
4,Nan,Nan,Nan,Nan,Nan,Nan,Nan
18,22,44,Nan,Nan,Nan,Nan,Nan
7,11,37,Nan,Nan,Nan,Nan,Nan
4,9,Nan,Nan,Nan,Nan,Nan,Nan
3,5,21,40,44,48,Nan,Nan
7,33,42,Nan,Nan,Nan,Nan,Nan
16,32,45,Nan,Nan,Nan,Nan,Nan
12,32,42,Nan,Nan,Nan,Nan,Nan
23,34,39,Nan,Nan,Nan,Nan,Nan
8,23,31,Nan,Nan,Nan,Nan,Nan
0,11,14,19,29,41,Nan,Nan
15,39,Nan,Nan,Nan,Nan,Nan,Nan
16,24,32,33,45,Nan,Nan,Nan
0,15,21,30,46,Nan,Nan,Nan
6,11,Nan,Nan,Nan,Nan,Nan,Nan
6,26,43,Nan,Nan,Nan,Nan,Nan
4,12,27,28,Nan,Nan,Nan,Nan
31,32,41,Nan,Nan,Nan,Nan,Nan
23,24,40,41,Nan,Nan,Nan,Nan
4,31,39,45,Nan,Nan,Nan,Nan
16,20,36,37,Nan,Nan,Nan,Nan
0,1,24,31,34,46,Nan,Nan
17,29,47,Nan,Nan,Nan,Nan,Nan
23,46,49,Nan,Nan,Nan,Nan,Nan
